date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:17:51	124057/124057	---M--	200	added ('OK')	image/png	etag:%22239c9035d17cca8f73707e7c46e1185f%22	https://blog.keras.io/img/jupyter-aws/ami.png	docs/keras.io/blog.keras.io/img/jupyter-aws/ami.png	(from https://blog.keras.io/running-jupyter-notebooks-on-gpu-on-aws-a-starter-guide.html)
09:17:52	89512/89512	---M--	200	added ('OK')	image/png	etag:%224260ab2c23a3a006d5ba1743a165c12e%22	https://blog.keras.io/img/jupyter-aws/p2.png	docs/keras.io/blog.keras.io/img/jupyter-aws/p2.png	(from https://blog.keras.io/running-jupyter-notebooks-on-gpu-on-aws-a-starter-guide.html)
09:17:54	239049/239049	---M--	200	added ('OK')	image/png	etag:%2220c68973fe82994f9eba848f003adb21%22	https://blog.keras.io/img/jupyter-aws/security-group.png	docs/keras.io/blog.keras.io/img/jupyter-aws/security-group.png	(from https://blog.keras.io/running-jupyter-notebooks-on-gpu-on-aws-a-starter-guide.html)
09:17:54	223671/223671	---M--	200	added ('OK')	image/png	etag:%22c42c5dee293e33862981169c9d561fa5%22	https://blog.keras.io/img/jupyter-aws/connection-instructions.png	docs/keras.io/blog.keras.io/img/jupyter-aws/connection-instructions.png	(from https://blog.keras.io/running-jupyter-notebooks-on-gpu-on-aws-a-starter-guide.html)
09:17:55	122288/122288	---M--	200	added ('OK')	image/png	etag:%2271e6fde9b1964397dedb34510f56d404%22	https://blog.keras.io/img/jupyter-aws/safety-warning.png	docs/keras.io/blog.keras.io/img/jupyter-aws/safety-warning.png	(from https://blog.keras.io/running-jupyter-notebooks-on-gpu-on-aws-a-starter-guide.html)
09:17:55	60313/60313	---M--	200	added ('OK')	image/png	etag:%22b19495cf150a7128d2bc38f48c3aacf5%22	https://blog.keras.io/img/jupyter-aws/dashboard.png	docs/keras.io/blog.keras.io/img/jupyter-aws/dashboard.png	(from https://blog.keras.io/running-jupyter-notebooks-on-gpu-on-aws-a-starter-guide.html)
09:17:56	50316/50316	---M--	200	added ('OK')	image/png	etag:%22374970c914f9263d8e5a9527118df7a8%22	https://blog.keras.io/img/jupyter-aws/new-notebook.png	docs/keras.io/blog.keras.io/img/jupyter-aws/new-notebook.png	(from https://blog.keras.io/running-jupyter-notebooks-on-gpu-on-aws-a-starter-guide.html)
09:17:57	33094/33094	---M--	200	added ('OK')	image/jpeg	etag:%223fb68572368c18bc334ef8d6dec0fee5%22	https://blog.keras.io/img/ae/autoencoder_schema.jpg	docs/keras.io/blog.keras.io/img/ae/autoencoder_schema.jpg	(from https://blog.keras.io/building-autoencoders-in-keras.html)
09:17:59	47015/47015	---M--	200	added ('OK')	image/png	etag:%22783f7868b54f0ef9b2db4bedce94c66f%22	https://blog.keras.io/img/ae/basic_ae_32.png	docs/keras.io/blog.keras.io/img/ae/basic_ae_32.png	(from https://blog.keras.io/building-autoencoders-in-keras.html)
09:18:00	563006/563006	---M--	200	added ('OK')	image/png	etag:%223720ad3fe82a431019cb4e62c7124c03%22	https://blog.keras.io/img/ae/jigsaw-puzzle.png	docs/keras.io/blog.keras.io/img/ae/jigsaw-puzzle.png	(from https://blog.keras.io/building-autoencoders-in-keras.html)
09:18:01	63996/63996	---M--	200	added ('OK')	image/png	etag:%22072595f8e09ffd8e2aae7e21b596d931%22	https://blog.keras.io/img/ae/sparse_ae_32.png	docs/keras.io/blog.keras.io/img/ae/sparse_ae_32.png	(from https://blog.keras.io/building-autoencoders-in-keras.html)
09:18:01	61567/61567	---M--	200	added ('OK')	image/png	etag:%224240754bf0462f51934cb5b3333dd303%22	https://blog.keras.io/img/ae/deep_ae_32.png	docs/keras.io/blog.keras.io/img/ae/deep_ae_32.png	(from https://blog.keras.io/building-autoencoders-in-keras.html)
09:18:02	65054/65054	---M--	200	added ('OK')	image/png	etag:%2224497a31bcd5d6f6f28949a57374aaee%22	https://blog.keras.io/img/ae/tb_curves.png	docs/keras.io/blog.keras.io/img/ae/tb_curves.png	(from https://blog.keras.io/building-autoencoders-in-keras.html)
09:18:03	61998/61998	---M--	200	added ('OK')	image/png	etag:%22203a3bbc20f849c590dc4d396a9448ad%22	https://blog.keras.io/img/ae/deep_conv_ae_128.png	docs/keras.io/blog.keras.io/img/ae/deep_conv_ae_128.png	(from https://blog.keras.io/building-autoencoders-in-keras.html)
09:18:05	145038/145038	---M--	200	added ('OK')	image/png	etag:%22843b8cb72f3a199da92e42d551db181b%22	https://blog.keras.io/img/ae/encoded_representations.png	docs/keras.io/blog.keras.io/img/ae/encoded_representations.png	(from https://blog.keras.io/building-autoencoders-in-keras.html)
09:18:06	87743/87743	---M--	200	added ('OK')	image/png	etag:%22af2e15c2d83486cad05a35da8a9d1e7c%22	https://blog.keras.io/img/ae/noisy_digits.png	docs/keras.io/blog.keras.io/img/ae/noisy_digits.png	(from https://blog.keras.io/building-autoencoders-in-keras.html)
09:18:06	115230/115230	---M--	200	added ('OK')	image/png	etag:%22f4288fa1fe2b7006e449097188829e68%22	https://blog.keras.io/img/ae/denoised_digits.png	docs/keras.io/blog.keras.io/img/ae/denoised_digits.png	(from https://blog.keras.io/building-autoencoders-in-keras.html)
09:18:08	352385/352385	---M--	200	added ('OK')	image/png	etag:%22850f361da7a26bcd2efa95f8faba7f2f%22	https://blog.keras.io/img/ae/vae_classes_plane.png	docs/keras.io/blog.keras.io/img/ae/vae_classes_plane.png	(from https://blog.keras.io/building-autoencoders-in-keras.html)
09:18:09	36968/36968	---M--	200	added ('OK')	image/jpeg	etag:%222c18e3986a1f349ffabdeb5d75802f21%22	https://blog.keras.io/img/keras-tensorflow-logo.jpg	docs/keras.io/blog.keras.io/img/keras-tensorflow-logo.jpg	(from https://blog.keras.io/keras-as-a-simplified-interface-to-tensorflow-tutorial.html)
09:18:11	466638/466638	---M--	200	added ('OK')	image/png	etag:%222b1bf20c2b0c9ab7b3797e8162d51ef3%22	https://blog.keras.io/img/ae/vae_digits_manifold.png	docs/keras.io/blog.keras.io/img/ae/vae_digits_manifold.png	(from https://blog.keras.io/building-autoencoders-in-keras.html)
09:18:12	157034/157034	---M--	200	added ('OK')	image/png	etag:%2295530753e47cc2c6a7d0b62a63953c78%22	https://blog.keras.io/img/conv5_1_filter_0.png	docs/keras.io/blog.keras.io/img/conv5_1_filter_0.png	(from https://blog.keras.io/how-convolutional-neural-networks-see-the-world.html)
09:18:14	1022508/1022508	---M--	200	added ('OK')	image/png	etag:%2274db222f3c121f3178208b63724dc882%22	https://blog.keras.io/img/conv5_2_stitched_filters_8x3.png	docs/keras.io/blog.keras.io/img/conv5_2_stitched_filters_8x3.png	(from https://blog.keras.io/how-convolutional-neural-networks-see-the-world.html)
09:18:14	63861/63861	---M--	200	added ('OK')	image/jpeg	etag:%22b08cfd04dee79aeba8b025c6aabb4e8e%22	https://blog.keras.io/img/seasnake.jpg	docs/keras.io/blog.keras.io/img/seasnake.jpg	(from https://blog.keras.io/how-convolutional-neural-networks-see-the-world.html)
09:18:14	342244/342244	---M--	200	added ('OK')	image/jpeg	etag:%224f043a6a8b2125dfab39bbc1ea0498a8%22	https://blog.keras.io/img/filter_dream.jpg	docs/keras.io/blog.keras.io/img/filter_dream.jpg	(from https://blog.keras.io/how-convolutional-neural-networks-see-the-world.html)
09:18:15	684217/684217	---M--	200	added ('OK')	image/jpeg	etag:%22e1878f978b9a966714a386f132496f02%22	https://blog.keras.io/img/vgg16_filters_overview.jpg	docs/keras.io/blog.keras.io/img/vgg16_filters_overview.jpg	(from https://blog.keras.io/how-convolutional-neural-networks-see-the-world.html)
09:18:15	73491/73491	---M--	200	added ('OK')	image/jpeg	etag:%2202563bd55066e3732e8f990bd372af45%22	https://blog.keras.io/img/magpie.jpg	docs/keras.io/blog.keras.io/img/magpie.jpg	(from https://blog.keras.io/how-convolutional-neural-networks-see-the-world.html)
